ID,Date,y,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,timestamp
1031,3/2/2018,91,23,-10,48,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes,2/3/2018
1032,4/2/2018,98,0,-10.4,49,2.4,2000,-19,0,0,0,Winter,No Holiday,Yes,2/4/2018
1033,4/2/2018,90,1,-10.5,48,3.1,2000,-19.4,0,0,0,Winter,No Holiday,Yes,2/4/2018
1034,4/2/2018,60,2,-10.5,49,2,2000,-19.1,0,0,0,Winter,No Holiday,Yes,2/4/2018
1035,4/2/2018,54,3,-10.6,47,3.7,2000,-19.7,0,0,0,Winter,No Holiday,Yes,2/4/2018
1036,4/2/2018,35,4,-11.2,47,2.3,2000,-20.3,0,0,0,Winter,No Holiday,Yes,2/4/2018
1037,4/2/2018,21,5,-11.5,51,3.3,1996,-19.6,0,0,0,Winter,No Holiday,Yes,2/4/2018
1038,4/2/2018,23,6,-11.8,54,2.4,1917,-19.2,0,0,0,Winter,No Holiday,Yes,2/4/2018
1039,4/2/2018,34,7,-12.4,54,2.5,1790,-19.8,0,0,0,Winter,No Holiday,Yes,2/4/2018
1040,4/2/2018,70,8,-12.8,56,2.4,1507,-19.7,0.02,0,0,Winter,No Holiday,Yes,2/4/2018
1041,4/2/2018,97,9,-12.4,51,3.8,1415,-20.4,0.38,0,0,Winter,No Holiday,Yes,2/4/2018
1042,4/2/2018,103,10,-11.2,43,3.5,1359,-21.3,1.04,0,0,Winter,No Holiday,Yes,2/4/2018
1043,4/2/2018,115,11,-9.7,37,2.8,1436,-21.6,1.57,0,0,Winter,No Holiday,Yes,2/4/2018
1044,4/2/2018,165,12,-8.3,32,1.8,1295,-22.1,1.99,0,0,Winter,No Holiday,Yes,2/4/2018
1045,4/2/2018,152,13,-8.3,34,4,1561,-21.4,2.22,0,0,Winter,No Holiday,Yes,2/4/2018
1046,4/2/2018,177,14,-7.4,33,4,1713,-20.9,2.17,0,0,Winter,No Holiday,Yes,2/4/2018
1047,4/2/2018,190,15,-6.4,30,4.9,1939,-21.1,1.89,0,0,Winter,No Holiday,Yes,2/4/2018
1048,4/2/2018,181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,Winter,No Holiday,Yes,2/4/2018
1049,4/2/2018,184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,Winter,No Holiday,Yes,2/4/2018
1050,4/2/2018,154,18,-7,26,4.1,2000,-23.3,0.16,0,0,Winter,No Holiday,Yes,2/4/2018
1051,4/2/2018,124,19,-7.7,31,3.3,2000,-21.9,0,0,0,Winter,No Holiday,Yes,2/4/2018
1052,4/2/2018,98,20,-8.2,28,3.5,2000,-23.5,0,0,0,Winter,No Holiday,Yes,2/4/2018
1053,4/2/2018,107,21,-8.9,35,3.2,2000,-21.6,0,0,0,Winter,No Holiday,Yes,2/4/2018
1054,4/2/2018,78,22,-9.7,45,1.3,2000,-19.4,0,0,0,Winter,No Holiday,Yes,2/4/2018
1055,4/2/2018,77,23,-10.3,48,2,2000,-19.2,0,0,0,Winter,No Holiday,Yes,2/4/2018
1056,5/2/2018,82,0,-10.5,52,2.4,2000,-18.4,0,0,0,Winter,No Holiday,Yes,2/5/2018
1057,5/2/2018,52,1,-11.2,54,1,2000,-18.6,0,0,0,Winter,No Holiday,Yes,2/5/2018
1058,5/2/2018,39,2,-11.2,55,1.5,2000,-18.4,0,0,0,Winter,No Holiday,Yes,2/5/2018
1059,5/2/2018,33,3,-11.3,54,0.6,2000,-18.7,0,0,0,Winter,No Holiday,Yes,2/5/2018
1060,5/2/2018,20,4,-11.7,51,1.2,2000,-19.8,0,0,0,Winter,No Holiday,Yes,2/5/2018
1061,5/2/2018,37,5,-11.6,45,2.4,2000,-21.1,0,0,0,Winter,No Holiday,Yes,2/5/2018
1062,5/2/2018,110,6,-11.5,40,2.3,2000,-22.4,0,0,0,Winter,No Holiday,Yes,2/5/2018
1063,5/2/2018,227,7,-11.6,44,1.6,2000,-21.4,0,0,0,Winter,No Holiday,Yes,2/5/2018
1064,5/2/2018,433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,Winter,No Holiday,Yes,2/5/2018
1065,5/2/2018,216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,Winter,No Holiday,Yes,2/5/2018
1066,5/2/2018,123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,Winter,No Holiday,Yes,2/5/2018
1067,5/2/2018,156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,Winter,No Holiday,Yes,2/5/2018
1068,5/2/2018,157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,Winter,No Holiday,Yes,2/5/2018
1069,5/2/2018,169,13,-7,25,4.2,1999,-23.7,2.29,0,0,Winter,No Holiday,Yes,2/5/2018
1070,5/2/2018,170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,Winter,No Holiday,Yes,2/5/2018
1071,5/2/2018,169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,Winter,No Holiday,Yes,2/5/2018
1072,5/2/2018,199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,Winter,No Holiday,Yes,2/5/2018
1073,5/2/2018,225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,Winter,No Holiday,Yes,2/5/2018
1074,5/2/2018,388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,Winter,No Holiday,Yes,2/5/2018
1075,5/2/2018,246,19,-8.3,29,4.1,2000,-23.2,0,0,0,Winter,No Holiday,Yes,2/5/2018
1076,5/2/2018,206,20,-9.1,35,3.8,2000,-21.7,0,0,0,Winter,No Holiday,Yes,2/5/2018
1077,5/2/2018,177,21,-9.8,41,3.9,1949,-20.6,0,0,0,Winter,No Holiday,Yes,2/5/2018
1078,5/2/2018,183,22,-10.3,43,3.7,1876,-20.5,0,0,0,Winter,No Holiday,Yes,2/5/2018
1079,5/2/2018,115,23,-10.5,47,2.8,1794,-19.6,0,0,0,Winter,No Holiday,Yes,2/5/2018
1080,6/2/2018,126,0,-10.6,47,3.5,1803,-19.7,0,0,0,Winter,No Holiday,Yes,2/6/2018
1081,6/2/2018,87,1,-10.9,36,3.3,2000,-23,0,0,0,Winter,No Holiday,Yes,2/6/2018
1082,6/2/2018,59,2,-11.2,36,2.9,1981,-23.3,0,0,0,Winter,No Holiday,Yes,2/6/2018
1083,6/2/2018,36,3,-11.6,35,3.2,1992,-24,0,0,0,Winter,No Holiday,Yes,2/6/2018
1084,6/2/2018,32,4,-12,36,2.7,1998,-24,0,0,0,Winter,No Holiday,Yes,2/6/2018
1085,6/2/2018,40,5,-12.3,37,2.9,2000,-24,0,0,0,Winter,No Holiday,Yes,2/6/2018
1086,6/2/2018,94,6,-12.5,40,3.4,1991,-23.3,0,0,0,Winter,No Holiday,Yes,2/6/2018
1087,6/2/2018,213,7,-12.7,41,3.7,1982,-23.2,0,0,0,Winter,No Holiday,Yes,2/6/2018
1088,6/2/2018,438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,Winter,No Holiday,Yes,2/6/2018
1089,6/2/2018,217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,Winter,No Holiday,Yes,2/6/2018
1090,6/2/2018,128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,Winter,No Holiday,Yes,2/6/2018
1091,6/2/2018,175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,Winter,No Holiday,Yes,2/6/2018
1092,6/2/2018,172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,Winter,No Holiday,Yes,2/6/2018
1093,6/2/2018,165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,Winter,No Holiday,Yes,2/6/2018
1094,6/2/2018,147,14,-7,26,4.4,1986,-23.3,2.24,0,0,Winter,No Holiday,Yes,2/6/2018
1095,6/2/2018,171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,Winter,No Holiday,Yes,2/6/2018
1096,6/2/2018,175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,Winter,No Holiday,Yes,2/6/2018
1097,6/2/2018,227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,Winter,No Holiday,Yes,2/6/2018
1098,6/2/2018,392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,Winter,No Holiday,Yes,2/6/2018
1099,6/2/2018,251,19,-8.4,37,4,2000,-20.5,0,0,0,Winter,No Holiday,Yes,2/6/2018
1100,6/2/2018,193,20,-9.6,34,2.6,2000,-22.5,0,0,0,Winter,No Holiday,Yes,2/6/2018
1101,6/2/2018,175,21,-10.6,39,3.1,2000,-21.9,0,0,0,Winter,No Holiday,Yes,2/6/2018
1102,6/2/2018,169,22,-11.1,43,1.8,1960,-21.2,0,0,0,Winter,No Holiday,Yes,2/6/2018
1103,6/2/2018,106,23,-11.8,46,1.1,1860,-21.1,0,0,0,Winter,No Holiday,Yes,2/6/2018
1104,7/2/2018,116,0,-12.3,47,0.4,1848,-21.3,0,0,0,Winter,No Holiday,Yes,2/7/2018
1105,7/2/2018,96,1,-12.3,47,1.9,1837,-21.3,0,0,0,Winter,No Holiday,Yes,2/7/2018
1106,7/2/2018,83,2,-12.5,50,1,1722,-20.8,0,0,0,Winter,No Holiday,Yes,2/7/2018
1107,7/2/2018,51,3,-12.5,49,1.5,1885,-21,0,0,0,Winter,No Holiday,Yes,2/7/2018
1108,7/2/2018,34,4,-13.1,54,0.7,1369,-20.4,0,0,0,Winter,No Holiday,Yes,2/7/2018
1109,7/2/2018,45,5,-13,53,0.7,1810,-20.5,0,0,0,Winter,No Holiday,Yes,2/7/2018
1110,7/2/2018,92,6,-13.2,50,0.5,1873,-21.4,0,0,0,Winter,No Holiday,Yes,2/7/2018
1111,7/2/2018,214,7,-13.2,56,0.9,1665,-20.1,0,0,0,Winter,No Holiday,Yes,2/7/2018
1112,7/2/2018,469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,Winter,No Holiday,Yes,2/7/2018
1113,7/2/2018,237,9,-12,50,1.3,1523,-20.3,0.43,0,0,Winter,No Holiday,Yes,2/7/2018
1114,7/2/2018,155,10,-9.6,39,0.7,1580,-21,1.06,0,0,Winter,No Holiday,Yes,2/7/2018
1115,7/2/2018,176,11,-7,28,3.3,1829,-22.4,1.56,0,0,Winter,No Holiday,Yes,2/7/2018
1116,7/2/2018,188,12,-6,24,2.6,1964,-23.3,1.97,0,0,Winter,No Holiday,Yes,2/7/2018
1117,7/2/2018,228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,Winter,No Holiday,Yes,2/7/2018
1118,7/2/2018,199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,Winter,No Holiday,Yes,2/7/2018
1119,7/2/2018,221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,Winter,No Holiday,Yes,2/7/2018
1120,7/2/2018,240,16,-1.7,18,2,1919,-22.9,1.41,0,0,Winter,No Holiday,Yes,2/7/2018
1121,7/2/2018,320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,Winter,No Holiday,Yes,2/7/2018
1122,7/2/2018,448,18,-4,27,2.5,2000,-20.2,0.16,0,0,Winter,No Holiday,Yes,2/7/2018
1123,7/2/2018,280,19,-5.2,33,2.6,2000,-19,0,0,0,Winter,No Holiday,Yes,2/7/2018
1124,7/2/2018,218,20,-5.8,44,2.1,1994,-16.1,0,0,0,Winter,No Holiday,Yes,2/7/2018
1125,7/2/2018,223,21,-6.3,48,2.2,1965,-15.5,0,0,0,Winter,No Holiday,Yes,2/7/2018
1126,7/2/2018,200,22,-6.8,50,1.7,1856,-15.5,0,0,0,Winter,No Holiday,Yes,2/7/2018
1127,7/2/2018,164,23,-7.6,50,1,1839,-16.2,0,0,0,Winter,No Holiday,Yes,2/7/2018
1128,8/2/2018,136,0,-8.2,50,1.1,1850,-16.8,0,0,0,Winter,No Holiday,Yes,2/8/2018
1129,8/2/2018,126,1,-8.5,60,1.2,1908,-14.8,0,0,0,Winter,No Holiday,Yes,2/8/2018
1130,8/2/2018,103,2,-8.3,65,0.4,1750,-13.7,0,0,0,Winter,No Holiday,Yes,2/8/2018
1131,8/2/2018,57,3,-8.6,64,0.9,1754,-14.1,0,0,0,Winter,No Holiday,Yes,2/8/2018
1132,8/2/2018,46,4,-9,54,0.6,1833,-16.6,0,0,0,Winter,No Holiday,Yes,2/8/2018
1133,8/2/2018,39,5,-9,56,0.4,1678,-16.1,0,0,0,Winter,No Holiday,Yes,2/8/2018
1134,8/2/2018,99,6,-9.3,61,0.7,1684,-15.4,0,0,0,Winter,No Holiday,Yes,2/8/2018
1135,8/2/2018,255,7,-9.6,67,1,1503,-14.5,0,0,0,Winter,No Holiday,Yes,2/8/2018
1136,8/2/2018,507,8,-9.7,65,0.8,1508,-15,0.02,0,0,Winter,No Holiday,Yes,2/8/2018
1137,8/2/2018,270,9,-8.5,55,1,1482,-15.9,0.4,0,0,Winter,No Holiday,Yes,2/8/2018
1138,8/2/2018,160,10,-6.3,46,1.3,1346,-16,1.01,0,0,Winter,No Holiday,Yes,2/8/2018
1139,8/2/2018,217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,Winter,No Holiday,Yes,2/8/2018
1140,8/2/2018,253,12,-1.5,35,1.2,1551,-15,1.9,0,0,Winter,No Holiday,Yes,2/8/2018
1141,8/2/2018,270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,Winter,No Holiday,Yes,2/8/2018
1142,8/2/2018,253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,Winter,No Holiday,Yes,2/8/2018
1143,8/2/2018,286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,Winter,No Holiday,Yes,2/8/2018
1144,8/2/2018,284,16,2,25,2.3,1755,-16,1.3,0,0,Winter,No Holiday,Yes,2/8/2018
1145,8/2/2018,337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,Winter,No Holiday,Yes,2/8/2018
1146,8/2/2018,564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,Winter,No Holiday,Yes,2/8/2018
1147,8/2/2018,378,19,-1.8,35,1.4,1558,-15.2,0,0,0,Winter,No Holiday,Yes,2/8/2018
1148,8/2/2018,277,20,-2.8,40,1.5,1593,-14.5,0,0,0,Winter,No Holiday,Yes,2/8/2018
1149,8/2/2018,268,21,-3.3,42,1.1,1596,-14.4,0,0,0,Winter,No Holiday,Yes,2/8/2018
1150,8/2/2018,233,22,-3.9,41,0.4,1462,-15.2,0,0,0,Winter,No Holiday,Yes,2/8/2018
1151,8/2/2018,195,23,-4.3,44,0.7,1247,-14.7,0,0,0,Winter,No Holiday,Yes,2/8/2018
1152,9/2/2018,178,0,-4.6,38,0.1,1551,-16.7,0,0,0,Winter,No Holiday,Yes,2/9/2018
1153,9/2/2018,159,1,-4.8,44,1.1,1432,-15.2,0,0,0,Winter,No Holiday,Yes,2/9/2018
1154,9/2/2018,107,2,-5.1,47,0.9,1460,-14.6,0,0,0,Winter,No Holiday,Yes,2/9/2018
1155,9/2/2018,78,3,-5.2,48,0.7,1309,-14.5,0,0,0,Winter,No Holiday,Yes,2/9/2018
1156,9/2/2018,46,4,-4.4,47,0.9,1343,-14,0,0,0,Winter,No Holiday,Yes,2/9/2018
1157,9/2/2018,36,5,-4.2,44,1.1,1196,-14.6,0,0,0,Winter,No Holiday,Yes,2/9/2018
1158,9/2/2018,117,6,-4,41,0.8,1242,-15.3,0,0,0,Winter,No Holiday,Yes,2/9/2018
1159,9/2/2018,273,7,-3.6,42,0.9,1258,-14.6,0,0,0,Winter,No Holiday,Yes,2/9/2018
1160,9/2/2018,589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,Winter,No Holiday,Yes,2/9/2018
1161,9/2/2018,308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,Winter,No Holiday,Yes,2/9/2018
1162,9/2/2018,199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,Winter,No Holiday,Yes,2/9/2018
1163,9/2/2018,238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,Winter,No Holiday,Yes,2/9/2018
1164,9/2/2018,260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,Winter,No Holiday,Yes,2/9/2018
1165,9/2/2018,268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,Winter,No Holiday,Yes,2/9/2018
1166,9/2/2018,283,14,4,25,0.9,1009,-14.3,1.06,0,0,Winter,No Holiday,Yes,2/9/2018
1167,9/2/2018,315,15,5,24,1,1037,-13.9,1.16,0,0,Winter,No Holiday,Yes,2/9/2018
1168,9/2/2018,319,16,6,28,1.7,1183,-11.1,1.03,0,0,Winter,No Holiday,Yes,2/9/2018
1169,9/2/2018,422,17,4.8,38,3,1582,-8.3,0.47,0,0,Winter,No Holiday,Yes,2/9/2018
1170,9/2/2018,659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,Winter,No Holiday,Yes,2/9/2018
1171,9/2/2018,407,19,3.3,58,1.7,1024,-4.1,0,0,0,Winter,No Holiday,Yes,2/9/2018
1172,9/2/2018,308,20,3,61,1.9,842,-3.8,0,0,0,Winter,No Holiday,Yes,2/9/2018
1173,9/2/2018,243,21,2.9,63,1,786,-3.4,0,0,0,Winter,No Holiday,Yes,2/9/2018
1174,9/2/2018,263,22,2.5,66,1.1,759,-3.2,0,0,0,Winter,No Holiday,Yes,2/9/2018
1175,9/2/2018,193,23,2,70,0.7,689,-2.9,0,0,0,Winter,No Holiday,Yes,2/9/2018
1176,10/2/2018,197,0,1.5,71,1.1,590,-3.1,0,0,0,Winter,No Holiday,Yes,2/10/2018
1177,10/2/2018,237,1,1.7,71,1.2,584,-3,0,0,0,Winter,No Holiday,Yes,2/10/2018
1178,10/2/2018,169,2,1.9,71,1.5,584,-2.8,0,0,0,Winter,No Holiday,Yes,2/10/2018
1179,10/2/2018,145,3,2,71,1.2,534,-2.7,0,0,0,Winter,No Holiday,Yes,2/10/2018
1180,10/2/2018,79,4,1.9,74,1.2,514,-2.2,0,0,0,Winter,No Holiday,Yes,2/10/2018
1181,10/2/2018,41,5,1.8,75,2,484,-2.1,0,0,0,Winter,No Holiday,Yes,2/10/2018
1182,10/2/2018,48,6,1.6,78,1.6,448,-1.8,0,0,0,Winter,No Holiday,Yes,2/10/2018
1183,10/2/2018,97,7,1.6,81,1.4,393,-1.3,0,0,0,Winter,No Holiday,Yes,2/10/2018
1184,10/2/2018,188,8,1.6,82,1.3,349,-1.1,0.01,0,0,Winter,No Holiday,Yes,2/10/2018
1185,10/2/2018,222,9,1.6,78,2,260,-1.8,0.17,0,0,Winter,No Holiday,Yes,2/10/2018
1186,10/2/2018,223,10,1.8,73,2.8,270,-2.5,0.69,0,0,Winter,No Holiday,Yes,2/10/2018
1187,10/2/2018,235,11,2.6,62,2.9,294,-3.9,1.12,0,0,Winter,No Holiday,Yes,2/10/2018
1188,10/2/2018,248,12,2.9,53,4.7,354,-5.7,1.37,0,0,Winter,No Holiday,Yes,2/10/2018
1189,10/2/2018,296,13,2.8,31,4,967,-12.6,1.42,0,0,Winter,No Holiday,Yes,2/10/2018
1190,10/2/2018,286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,Winter,No Holiday,Yes,2/10/2018
1191,10/2/2018,277,15,2,20,4.1,1942,-18.6,1.49,0,0,Winter,No Holiday,Yes,2/10/2018
1192,10/2/2018,291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,Winter,No Holiday,Yes,2/10/2018
1193,10/2/2018,277,17,-0.9,19,5,2000,-21.6,0.48,0,0,Winter,No Holiday,Yes,2/10/2018
1194,10/2/2018,216,18,-2,15,5.6,2000,-25.2,0.13,0,0,Winter,No Holiday,Yes,2/10/2018
1195,10/2/2018,151,19,-3.1,14,5.1,2000,-26.9,0,0,0,Winter,No Holiday,Yes,2/10/2018
1196,10/2/2018,132,20,-4.4,19,5.8,2000,-24.6,0,0,0,Winter,No Holiday,Yes,2/10/2018
1197,10/2/2018,124,21,-5.6,28,4.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes,2/10/2018
1198,10/2/2018,128,22,-6.2,32,3.5,2000,-20.2,0,0,0,Winter,No Holiday,Yes,2/10/2018
1199,10/2/2018,118,23,-6.7,35,2.1,2000,-19.6,0,0,0,Winter,No Holiday,Yes,2/10/2018
1200,11/2/2018,112,0,-6.9,36,2.1,2000,-19.5,0,0,0,Winter,No Holiday,Yes,2/11/2018
1201,11/2/2018,95,1,-7,38,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes,2/11/2018
1202,11/2/2018,93,2,-7,42,1.6,2000,-17.7,0,0,0,Winter,No Holiday,Yes,2/11/2018
1203,11/2/2018,58,3,-7.2,43,2,2000,-17.6,0,0,0,Winter,No Holiday,Yes,2/11/2018
1204,11/2/2018,34,4,-7.5,42,2.4,1998,-18.2,0,0,0,Winter,No Holiday,Yes,2/11/2018
1205,11/2/2018,19,5,-7.8,39,2.8,2000,-19.3,0,0,0,Winter,No Holiday,Yes,2/11/2018
1206,11/2/2018,39,6,-8.4,33,1.4,1963,-21.8,0,0,0,Winter,No Holiday,Yes,2/11/2018
1207,11/2/2018,40,7,-9.2,34,2,1945,-22.2,0,0,0,Winter,No Holiday,Yes,2/11/2018
1208,11/2/2018,81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,Winter,No Holiday,Yes,2/11/2018
1209,11/2/2018,126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,Winter,No Holiday,Yes,2/11/2018
1210,11/2/2018,130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,Winter,No Holiday,Yes,2/11/2018
1211,11/2/2018,155,11,-5,25,3.2,1853,-22,1.75,0,0,Winter,No Holiday,Yes,2/11/2018
1212,11/2/2018,174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,Winter,No Holiday,Yes,2/11/2018
1213,11/2/2018,212,13,-2.4,28,3,1953,-18.4,2.35,0,0,Winter,No Holiday,Yes,2/11/2018
1214,11/2/2018,191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,Winter,No Holiday,Yes,2/11/2018
1215,11/2/2018,181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,Winter,No Holiday,Yes,2/11/2018
1216,11/2/2018,175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,Winter,No Holiday,Yes,2/11/2018
1217,11/2/2018,198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes,2/11/2018
1218,11/2/2018,150,18,-4.6,56,3.6,2000,-12,0.09,0,0,Winter,No Holiday,Yes,2/11/2018
1219,11/2/2018,147,19,-5.2,66,3.1,2000,-10.5,0,0,0,Winter,No Holiday,Yes,2/11/2018
1220,11/2/2018,127,20,-5.7,67,2.6,2000,-10.8,0,0,0,Winter,No Holiday,Yes,2/11/2018
1221,11/2/2018,119,21,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes,2/11/2018
1222,11/2/2018,103,22,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes,2/11/2018
1223,11/2/2018,91,23,-7,49,3.4,1984,-15.9,0,0,0,Winter,No Holiday,Yes,2/11/2018
1224,12/2/2018,103,0,-7.7,52,3.2,1982,-15.8,0,0,0,Winter,No Holiday,Yes,2/12/2018
1225,12/2/2018,69,1,-7.9,52,3.7,1961,-16,0,0,0,Winter,No Holiday,Yes,2/12/2018
1226,12/2/2018,45,2,-8.3,49,2.7,2000,-17.1,0,0,0,Winter,No Holiday,Yes,2/12/2018
1227,12/2/2018,21,3,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes,2/12/2018
1228,12/2/2018,33,4,-8.6,31,3.5,2000,-22.7,0,0,0,Winter,No Holiday,Yes,2/12/2018
1229,12/2/2018,30,5,-9.2,37,1.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes,2/12/2018
1230,12/2/2018,109,6,-9.5,36,1.5,2000,-21.8,0,0,0,Winter,No Holiday,Yes,2/12/2018
1231,12/2/2018,236,7,-9.5,35,1.1,2000,-22.1,0,0,0,Winter,No Holiday,Yes,2/12/2018
1232,12/2/2018,517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,Winter,No Holiday,Yes,2/12/2018
1233,12/2/2018,262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes,2/12/2018
1234,12/2/2018,161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,Winter,No Holiday,Yes,2/12/2018
1235,12/2/2018,190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,Winter,No Holiday,Yes,2/12/2018
1236,12/2/2018,202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,Winter,No Holiday,Yes,2/12/2018
1237,12/2/2018,246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,Winter,No Holiday,Yes,2/12/2018
1238,12/2/2018,182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,Winter,No Holiday,Yes,2/12/2018
1239,12/2/2018,228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,Winter,No Holiday,Yes,2/12/2018
1240,12/2/2018,239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes,2/12/2018
1241,12/2/2018,288,17,-3.1,36,4.4,1988,-16,0.89,0,0,Winter,No Holiday,Yes,2/12/2018
1242,12/2/2018,475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,Winter,No Holiday,Yes,2/12/2018
1243,12/2/2018,340,19,-4.9,52,2,2000,-13.2,0,0,0,Winter,No Holiday,Yes,2/12/2018
1244,12/2/2018,244,20,-4.7,55,1.7,2000,-12.3,0,0,0,Winter,No Holiday,Yes,2/12/2018
1245,12/2/2018,253,21,-4.3,59,3,1239,-11.1,0,0,0,Winter,No Holiday,Yes,2/12/2018
1246,12/2/2018,200,22,-4.2,57,1.7,2000,-11.4,0,0,0,Winter,No Holiday,Yes,2/12/2018
1247,12/2/2018,140,23,-4.4,58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes,2/12/2018
1248,13/02/2018,158,0,-5,60,1.8,1995,-11.5,0,0,0,Winter,No Holiday,Yes,2/13/2018
1249,13/02/2018,146,1,-5.5,60,1.3,1994,-12,0,0,0,Winter,No Holiday,Yes,2/13/2018
1250,13/02/2018,106,2,-6,58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes,2/13/2018
1251,13/02/2018,70,3,-6.2,61,1.3,1992,-12.5,0,0,0,Winter,No Holiday,Yes,2/13/2018
1252,13/02/2018,46,4,-6.4,62,1.8,1978,-12.4,0,0,0,Winter,No Holiday,Yes,2/13/2018
1253,13/02/2018,51,5,-6.7,64,1.6,1981,-12.3,0,0,0,Winter,No Holiday,Yes,2/13/2018
1254,13/02/2018,96,6,-7.1,70,1,1977,-11.6,0,0,0,Winter,No Holiday,Yes,2/13/2018
1255,13/02/2018,294,7,-7.2,70,1.9,1946,-11.7,0,0,0,Winter,No Holiday,Yes,2/13/2018
1256,13/02/2018,568,8,-7.1,68,0.6,1931,-12,0.03,0,0,Winter,No Holiday,Yes,2/13/2018
1257,13/02/2018,285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,Winter,No Holiday,Yes,2/13/2018
1258,13/02/2018,200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,Winter,No Holiday,Yes,2/13/2018
1259,13/02/2018,252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,Winter,No Holiday,Yes,2/13/2018
1260,13/02/2018,281,12,1,41,3.3,1794,-10.8,2.11,0,0,Winter,No Holiday,Yes,2/13/2018
1261,13/02/2018,256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes,2/13/2018
